species_id	median_abundance	mean_abundance	median_coverage	mean_coverage	sample_counts
100520	0.000	0.000	0.000	0.000	0
100512	0.000	0.000	0.000	0.020	2
100500	0.000	0.000	0.000	0.000	0
100494	0.000	0.000	0.000	0.001	0
100486	0.000	0.000	0.000	0.013	1
100476	0.000	0.000	0.000	0.000	0
100474	0.000	0.000	0.000	0.000	0
100468	0.000	0.000	0.000	0.000	0
100460	0.000	0.000	0.000	0.005	1
100457	0.000	0.000	0.000	0.000	0
100450	0.000	0.000	0.000	0.003	1
100449	0.000	0.000	0.000	0.000	0
100447	0.000	0.000	0.000	0.004	1
100446	0.000	0.000	0.000	0.005	1
100444	0.000	0.000	0.000	0.000	0
100441	0.000	0.000	0.000	0.000	0
100439	0.000	0.000	0.000	0.004	1
100437	0.000	0.000	0.000	0.088	16
100436	0.000	0.000	0.000	0.004	1
100434	0.000	0.000	0.000	0.000	0
100431	0.000	0.000	0.000	0.004	1
100429	0.000	0.000	0.000	0.011	1
100425	0.000	0.000	0.000	0.000	0
100420	0.000	0.000	0.000	0.001	0
100417	0.000	0.000	0.000	0.007	1
100416	0.000	0.000	0.000	0.005	1
100413	0.000	0.000	0.000	0.003	1
100409	0.000	0.000	0.000	0.000	0
100404	0.000	0.000	0.000	0.070	6
100396	0.000	0.000	0.000	0.000	0
100395	0.000	0.000	0.000	0.027	1
100387	0.000	0.000	0.000	0.015	3
100386	0.000	0.000	0.000	0.000	0
100384	0.000	0.000	0.000	0.000	0
100380	0.000	0.000	0.000	0.000	0
100378	0.000	0.000	0.000	0.003	0
100377	0.000	0.000	0.000	0.000	0
100375	0.000	0.000	0.000	0.000	0
100372	0.000	0.000	0.000	0.000	0
100370	0.000	0.000	0.000	0.019	2
100369	0.000	0.000	0.000	0.009	2
100367	0.000	0.000	0.000	0.000	0
100366	0.000	0.000	0.000	0.000	0
100363	0.000	0.000	0.000	0.000	0
100362	0.000	0.000	0.000	0.098	3
100359	0.000	0.000	0.000	0.004	0
100357	0.000	0.000	0.000	0.000	0
100353	0.000	0.000	0.000	0.026	3
100344	0.000	0.000	0.000	0.000	0
100343	0.000	0.000	0.000	0.000	0
100333	0.000	0.000	0.000	0.000	0
100331	0.000	0.000	0.000	0.000	0
100327	0.000	0.000	0.000	0.000	0
100324	0.000	0.000	0.000	0.000	0
100323	0.000	0.000	0.000	0.015	1
100322	0.000	0.000	0.000	0.250	42
100321	0.000	0.000	0.000	0.000	0
100320	0.000	0.000	0.000	0.000	0
100314	0.000	0.000	0.000	0.000	0
100311	0.000	0.000	0.000	0.000	0
100309	0.000	0.000	0.000	0.000	0
100306	0.000	0.000	0.000	0.000	0
100302	0.000	0.000	0.000	0.000	0
100296	0.000	0.014	0.000	11.144	92
100293	0.000	0.003	0.000	0.011	2
100292	0.000	0.000	0.000	0.000	0
100290	0.000	0.000	0.000	0.000	0
100288	0.000	0.000	0.000	0.000	0
100285	0.000	0.000	0.000	0.000	0
100283	0.000	0.000	0.000	0.000	0
100282	0.000	0.000	0.000	0.035	4
100280	0.000	0.000	0.000	0.035	5
100279	0.000	0.000	0.000	0.002	0
100278	0.000	0.000	0.000	0.004	0
100277	0.000	0.000	0.000	0.000	0
100275	0.000	0.000	0.000	0.000	0
100274	0.000	0.000	0.000	0.000	0
100271	0.000	0.000	0.000	0.048	6
100270	0.000	0.000	0.000	0.000	0
100268	0.000	0.000	0.000	0.017	2
100267	0.000	0.000	0.000	0.043	1
100266	0.000	0.000	0.000	0.000	0
100265	0.000	0.001	0.000	0.612	97
100263	0.000	0.000	0.000	0.099	8
100262	0.000	0.000	0.000	0.231	11
100261	0.000	0.000	0.000	0.000	0
100260	0.000	0.000	0.000	0.000	0
100259	0.000	0.000	0.000	0.005	2
100258	0.000	0.001	0.000	0.887	11
100257	0.000	0.000	0.000	0.000	0
100255	0.000	0.001	0.000	0.313	16
100254	0.000	0.000	0.000	0.207	13
100253	0.000	0.000	0.000	0.014	2
100252	0.000	0.000	0.000	0.011	2
100251	0.000	0.001	0.000	1.142	29
100250	0.000	0.000	0.000	0.043	3
100249	0.000	0.000	0.000	0.272	22
100244	0.000	0.000	0.000	0.036	1
100243	0.000	0.001	0.000	0.727	69
100242	0.000	0.001	0.000	0.587	86
100239	0.000	0.000	0.000	0.000	0
100238	0.000	0.000	0.000	0.051	3
100237	0.000	0.000	0.000	0.000	0
100236	0.000	0.000	0.000	0.000	0
100233	0.000	0.000	0.000	0.154	7
100232	0.000	0.000	0.000	0.000	0
100231	0.000	0.000	0.000	0.306	7
100229	0.000	0.000	0.000	0.138	23
100228	0.000	0.000	0.000	0.000	0
100226	0.000	0.000	0.000	0.000	0
100223	0.000	0.000	0.000	0.000	0
100220	0.000	0.000	0.000	0.034	2
100219	0.000	0.000	0.000	0.034	6
100217	0.000	0.000	0.000	0.352	7
100216	0.000	0.000	0.000	0.005	1
100215	0.000	0.000	0.000	0.033	1
100214	0.000	0.000	0.000	0.019	3
100213	0.000	0.000	0.000	0.028	5
100212	0.000	0.000	0.000	0.165	14
100211	0.000	0.000	0.000	0.131	22
100210	0.000	0.000	0.000	0.000	0
100209	0.000	0.000	0.000	0.103	9
100208	0.000	0.000	0.000	0.055	8
100207	0.000	0.000	0.000	0.000	0
100206	0.000	0.001	0.000	0.742	113
100205	0.000	0.001	0.000	0.374	19
100204	0.000	0.000	0.000	0.007	1
100203	0.000	0.000	0.000	0.002	0
100202	0.000	0.000	0.000	0.000	0
100201	0.000	0.000	0.000	0.051	4
100200	0.000	0.000	0.000	0.073	10
100199	0.000	0.001	0.000	0.238	15
100197	0.000	0.000	0.000	0.000	0
100195	0.000	0.000	0.000	0.152	2
100194	0.000	0.000	0.000	0.009	2
100193	0.000	0.000	0.000	0.279	15
100192	0.000	0.000	0.000	0.069	10
100190	0.000	0.000	0.000	0.116	5
100189	0.000	0.000	0.000	0.001	0
100188	0.000	0.000	0.000	0.000	0
100187	0.000	0.000	0.000	0.018	1
100185	0.000	0.000	0.000	0.124	15
100184	0.000	0.000	0.000	0.088	16
100183	0.000	0.000	0.000	0.003	0
100181	0.000	0.001	0.000	0.477	40
100180	0.000	0.000	0.000	0.000	0
100179	0.000	0.000	0.000	0.014	3
100178	0.000	0.000	0.000	0.001	0
100177	0.000	0.006	0.000	4.061	100
100175	0.000	0.000	0.000	0.001	0
100174	0.000	0.001	0.000	0.385	35
100172	0.000	0.000	0.000	0.007	0
100171	0.000	0.000	0.000	0.081	13
100170	0.000	0.000	0.000	0.033	9
100169	0.000	0.000	0.000	0.002	0
100167	0.000	0.000	0.000	0.000	0
100165	0.000	0.000	0.000	0.001	0
100164	0.000	0.000	0.000	0.029	4
100162	0.000	0.001	0.000	0.391	15
100159	0.000	0.000	0.000	0.395	61
100158	0.000	0.000	0.000	0.000	0
100157	0.000	0.000	0.000	0.021	2
100156	0.000	0.000	0.000	0.000	0
100154	0.000	0.000	0.000	0.138	17
100153	0.000	0.000	0.000	0.005	0
100151	0.000	0.000	0.000	0.000	0
100149	0.000	0.000	0.000	0.008	2
100148	0.000	0.000	0.000	0.043	1
100144	0.000	0.000	0.000	0.340	29
100143	0.000	0.000	0.000	0.002	0
100142	0.000	0.001	0.000	0.614	20
100141	0.000	0.000	0.000	0.019	3
100140	0.000	0.000	0.000	0.097	8
100139	0.000	0.000	0.000	0.039	2
100138	0.000	0.001	0.000	0.000	0
100137	0.000	0.000	0.000	0.020	4
100136	0.000	0.000	0.000	0.044	1
100135	0.000	0.000	0.000	0.001	0
100134	0.000	0.000	0.000	0.001	0
100133	0.000	0.000	0.000	0.020	1
100131	0.000	0.000	0.000	0.000	0
100130	0.000	0.002	0.000	1.102	55
100129	0.000	0.000	0.000	0.025	3
100128	0.000	0.000	0.000	0.000	0
100126	0.000	0.000	0.000	0.015	2
100123	0.000	0.001	0.000	0.284	23
100121	0.000	0.000	0.000	0.000	0
100118	0.000	0.000	0.000	0.000	0
100114	0.000	0.000	0.000	0.000	0
100113	0.000	0.000	0.000	0.085	9
100109	0.000	0.000	0.000	0.000	0
100108	0.000	0.001	0.000	0.293	10
100106	0.000	0.000	0.000	0.198	14
100105	0.000	0.000	0.000	0.127	8
100098	0.000	0.000	0.000	0.000	0
100094	0.000	0.000	0.000	0.000	0
100092	0.000	0.000	0.000	0.029	7
100090	0.000	0.000	0.000	0.017	2
100089	0.000	0.000	0.000	0.013	2
100088	0.000	0.000	0.000	0.125	6
100087	0.000	0.001	0.000	0.141	11
100085	0.000	0.000	0.000	0.000	0
100084	0.000	0.001	0.000	0.509	14
100080	0.000	0.000	0.000	0.001	0
100078	0.000	0.000	0.000	0.142	8
100077	0.000	0.000	0.000	0.067	8
100076	0.000	0.000	0.000	0.046	3
100074	0.000	0.002	0.000	1.495	169
100073	0.000	0.000	0.000	0.000	0
100072	0.000	0.000	0.000	0.052	3
100071	0.000	0.000	0.000	0.292	52
100070	0.000	0.000	0.000	0.015	1
100069	0.000	0.000	0.000	0.005	1
100068	0.000	0.001	0.000	0.685	108
100067	0.000	0.000	0.000	0.007	2
100066	0.000	0.000	0.000	0.017	3
100065	0.000	0.000	0.000	0.000	0
100062	0.000	0.000	0.000	0.042	4
100061	0.000	0.000	0.000	0.000	0
100060	0.000	0.000	0.000	0.121	12
100059	0.000	0.002	0.000	1.359	61
100057	0.000	0.003	0.000	0.245	23
100054	0.000	0.000	0.000	0.000	0
100052	0.000	0.000	0.000	0.000	0
100051	0.000	0.000	0.000	0.002	0
100050	0.000	0.000	0.000	0.019	3
100047	0.000	0.000	0.000	0.000	0
100045	0.000	0.000	0.000	0.189	22
100041	0.000	0.000	0.000	0.066	3
100040	0.000	0.000	0.000	0.001	0
100039	0.000	0.000	0.000	0.194	3
100038	0.000	0.001	0.000	0.799	72
100037	0.000	0.000	0.000	0.003	1
100036	0.000	0.000	0.000	0.106	4
100035	0.000	0.001	0.000	1.116	59
100034	0.000	0.000	0.000	0.010	1
100033	0.000	0.000	0.000	0.125	11
100032	0.000	0.001	0.000	0.320	42
100031	0.000	0.000	0.000	0.062	5
100029	0.000	0.000	0.000	0.022	4
100028	0.000	0.000	0.000	0.198	7
100027	0.000	0.000	0.000	0.000	0
100026	0.000	0.000	0.000	0.000	0
100024	0.000	0.000	0.000	0.102	5
100023	0.000	0.001	0.000	0.296	21
100022	0.000	0.000	0.000	0.313	11
100018	0.000	0.000	0.000	0.136	2
100017	0.000	0.000	0.000	0.000	0
100014	0.000	0.000	0.000	0.000	0
100013	0.000	0.009	0.000	4.084	153
100004	0.000	0.000	0.000	0.010	3
100003	0.000	0.000	0.000	0.221	29
100002	0.000	0.000	0.000	0.393	26
100001	0.000	0.000	0.000	0.002	0
